,Hotel,City,Reviews,Date,Score,Aspect,Sentiment
9896,Best Western Blue Tower Hotel,"Amsterdam, Netherlands", Seemed like there was renovation going on so the lobby wasn t very tidy ,7/29/2017,9.2,"[(""was"",""renovation""), (""very tidy"",""lobby"")]","{'lobby': [0, 0], 'renovation': [0, 0]}"
9897,Best Western Blue Tower Hotel,"Amsterdam, Netherlands", Took ages for the hot water to get to us Had to turn the tap for on for at least 5 minutes did mention to staff on our departure who said she will get maintenance onto it There were three lifts but one was out of action so had to wait a while for a lift the steps were very steep and narrow so was hard to use them They were upgrading the rooms with new toilet systems we were lucky to have one but the new unfitted ones were left at the entrance in the foyer that looked a bit unsightly ,7/29/2017,7.5,"[(""hot"",""water""), (""turn"",""tap""), (""get"",""maintenance""), (""wait"",""while""), (""very steep"",""steps""), (""narrow"",""steps""), (""were"",""lifts""), (""upgrading"",""rooms""), (""new"",""systems""), (""systems"",""toilet""), (""new"",""ones""), (""unfitted"",""ones""), (""left"",""ones""), (""unsightly"",""bit"")]","{'lifts': [0, 0], 'bit': [0, 0], 'while': [0, 0], 'steps': [0, 0], 'water': [0, 0], 'systems': [0, 0], 'toilet': [0, 0], 'rooms': [0, 0], 'tap': [0, 0], 'ones': [0, 0], 'maintenance': [0, 0]}"
9898,Hampshire Hotel The Manor Amsterdam,"Amsterdam, Netherlands", the bed twins put together very soft not so good for people with back problems,7/29/2017,7.5,"[(""twins"",""bed""), (""put"",""twins""), (""back"",""problems"")]","{'problems': [0, 0], 'twins': [0, 0], 'bed': [0, 0]}"
9899,Hotel Kavalier,"Vienna, Austria", Negative aspects were closeness to railroad lack of balcony and no mid ceiling light in the room Takes some time to get to city center but was good to park the car for the night Access to wi fi was a bit tricky but manageable ,7/29/2017,9.2,"[(""Negative"",""aspects""), (""closeness"",""aspects""), (""lack"",""railroad""), (""mid"",""light""), (""light"",""ceiling""), (""center"",""city""), (""park"",""car""), (""Takes"",""time""), (""tricky"",""bit""), (""manageable"",""bit""), (""bit"",""Access""), (""wi"",""fi"")]","{'fi': [0, 0], 'bit': [0, -0.1531], 'Access': [0, 0], 'light': [0, 0], 'time': [0, 0], 'ceiling': [0, 0], 'car': [0, 0], 'aspects': [0, -0.5719], 'city': [0, 0], 'railroad': [0, -0.3182]}"
9900,Hotel Kavalier,"Vienna, Austria", No coffee fascilities in my room ,7/29/2017,7.9,"[(""fascilities"",""coffee"")]","{'coffee': [0, 0]}"
9901,Ofelias Hotel 4 Sup,"Barcelona, Spain", nothing,7/29/2017,9.2,[],{}
9902,Hotel Derby,"Barcelona, Spain", The sewerage in the bathroom does not work well,7/29/2017,8.3,"[(""well work"",""sewerage"")]","{'sewerage': [0.2732, 0]}"
9903,Expo Hotel Barcelona,"Barcelona, Spain", We asked for rooms side by side as we travelled in a group of 6 4 kids but we were not accommodated,7/29/2017,8.3,"[(""side"",""rooms"")]","{'rooms': [0, 0]}"
9904,Expo Hotel Barcelona,"Barcelona, Spain", Air con smell Had to change into 2 separate rooms at 1am with no compensation for inconveniance ,7/29/2017,7.1,"[(""smell"",""con""), (""separate"",""rooms"")]","{'rooms': [0, 0], 'con': [0, 0]}"
9905,Expo Hotel Barcelona,"Barcelona, Spain", The swimming pool was a bit basic a few plants around and more loungers would have been nice ,7/29/2017,7.1,"[(""pool"",""swimming""), (""bit"",""pool""), (""few"",""plants""), (""basic"",""loungers""), (""nice"",""loungers"")]","{'pool': [0, 0], 'swimming': [0, 0], 'plants': [0, 0], 'loungers': [0.4215, 0]}"
9906,The Corner Hotel,"Barcelona, Spain", We found it not as convenient for sightseeing unless we caught Taxis,7/29/2017,7.9,[],{}
9907,Falkensteiner Hotel Wien Margareten,"Vienna, Austria", The room hasn t got windows,7/29/2017,9.2,"[(""got"",""room""), (""got"",""windows"")]","{'room': [0, 0], 'windows': [0, 0]}"
9908,NH Wien City,"Vienna, Austria", the price of breakfast if it is not in a prepaid deal is way too high ,7/29/2017,8.3,"[(""prepaid"",""deal""), (""way high"",""price"")]","{'price': [0, 0], 'deal': [0, 0]}"
9909,NH Collection Wien Zentrum,"Vienna, Austria", towels are sometime not 100 clean,7/29/2017,7.9,"[(""sometime clean"",""towels"")]","{'towels': [0.4019, 0]}"
9910,Leonardo Hotel Vienna,"Vienna, Austria", Tight parking entrance Long walk from elevator to room Soap dispensers in the bathroom,7/29/2017,7.5,"[(""Tight"",""parking""), (""Long"",""walk"")]","{'walk': [0, 0], 'parking': [0, 0]}"
9911,Leonardo Hotel Vienna,"Vienna, Austria", Bath room rather small ,7/29/2017,7.1,"[(""room"",""Bath"")]","{'Bath': [0, 0]}"
9912,JUFA Hotel Wien,"Vienna, Austria", Nothing Perfect,7/29/2017,10.0,[],{}
9913,JUFA Hotel Wien,"Vienna, Austria", This is a 3 star hotel not 4 star The rooms are absolutely bare you get nothing except a room Not even water tea coffee minibar The matress was very uncomfortable ,7/29/2017,5.0,"[(""This"",""hotel""), (""not hotel"",""star""), (""absolutely bare"",""rooms""), (""get"",""nothing""), (""minibar"",""water""), (""minibar"",""tea""), (""minibar"",""coffee""), (""very uncomfortable"",""matress"")]","{'hotel': [0, 0], 'nothing': [0, 0], 'tea': [0, 0], 'water': [0, 0], 'matress': [0, -0.4391], 'star': [0, 0], 'coffee': [0, 0], 'rooms': [0, 0]}"
9914,Golden Tulip Amsterdam West,"Amsterdam, Netherlands", The bar was nonalcoholic ,7/29/2017,10.0,"[(""nonalcoholic"",""bar"")]","{'bar': [0, 0]}"
9915,Guitart Grand Passage,"Barcelona, Spain", Coffee machine broke for breakfast Breakfast over priced without coffee ,7/29/2017,7.9,"[(""broke"",""machine""), (""priced"",""Breakfast"")]","{'Breakfast': [0, 0], 'machine': [0, -0.4215]}"
9916,Catalonia Barcelona 505,"Barcelona, Spain", Parking is too small for nirmal cars My car has been damaged by another car in the parking,7/29/2017,8.3,"[(""too small"",""Parking""), (""nirmal"",""cars""), (""damaged"",""car"")]","{'Parking': [0, 0], 'car': [0, -0.4404], 'cars': [0, 0]}"
9917,Catalonia Barcelona 505,"Barcelona, Spain", City taxes,7/29/2017,8.8,[],{}
9918,Mercure Amsterdam Sloterdijk Station,"Amsterdam, Netherlands", One of the male staffs were quite rude from our arrival,7/29/2017,9.6,"[(""male"",""staffs"")]","{'staffs': [0, 0]}"
9919,Hotel V Nesplein,"Amsterdam, Netherlands", breakfast waiting time,7/29/2017,9.2,"[(""waiting"",""time"")]","{'time': [0, 0]}"
9920,Hotel V Nesplein,"Amsterdam, Netherlands", Room relatively small But really well designed ,7/29/2017,10.0,[],{}
9921,Hotel V Nesplein,"Amsterdam, Netherlands", The hotel is just perfect Nothing we didn t like,7/29/2017,10.0,"[(""just perfect"",""hotel""), (""like"",""Nothing"")]","{'hotel': [0.5719, 0], 'Nothing': [0.3612, 0]}"
9922,Acta CITY47,"Barcelona, Spain", No hot water 25 min waiting for it to come and at the end finished doing my shower with cold water ,7/29/2017,7.5,"[(""hot"",""water""), (""finished"",""water""), (""doing"",""shower""), (""cold"",""water"")]","{'shower': [0, 0], 'water': [0, 0]}"
9923,Acta CITY47,"Barcelona, Spain", No cooked breakfast,7/29/2017,8.3,"[(""cooked"",""breakfast"")]","{'breakfast': [0, 0]}"
9924,Hotel Die Port van Cleve,"Amsterdam, Netherlands", Wifi was poor,7/29/2017,7.1,[],{}
9925,INK Hotel Amsterdam MGallery by Sofitel,"Amsterdam, Netherlands", 8 of us arrived early in the morning We were happy to wait around the corner in the lounge while people checked out but were not impressed when we found others lined up behind us had checked in before us On the plus side we were very grateful for the early check in and the extra we paid to not have to wait for one did give us a room we were very happy with Breakfast was a little costly we found a lovely cafe on a nearby corner that provided a tasty and healthy alternative Many cafes do not open for breakfast early one told us 11am ,7/29/2017,9.2,"[(""checked"",""people""), (""impressed"",""people""), (""lined"",""others""), (""early"",""check""), (""give"",""room""), (""plus"",""side""), (""lovely"",""cafe""), (""nearby"",""corner""), (""provided"",""alternative""), (""tasty"",""alternative""), (""healthy"",""alternative""), (""costly"",""Breakfast""), (""found"",""cafe""), (""Many"",""cafes""), (""open"",""cafes""), (""early told"",""11am"")]","{'room': [0, 0], 'side': [0, 0], 'alternative': [0.4019, 0], 'cafes': [0, 0], 'others': [0, 0], 'check': [0, 0], 'people': [0.4767, 0], 'corner': [0, 0], '11am': [0, 0], 'cafe': [0.5859, 0], 'Breakfast': [0, -0.1027]}"
9926,Inntel Hotels Amsterdam Centre,"Amsterdam, Netherlands", It really was quite expensive though ,7/29/2017,7.5,[],{}
9927,Inntel Hotels Amsterdam Centre,"Amsterdam, Netherlands", Nothing,7/29/2017,10.0,[],{}
9928,COMO Metropolitan London,"London, United Kingdom", Breakfast food was good but the room lacks soul Staff were not as friendly as we would have liked check in was fine but further enquiries to the front desk about late check outs were painful,7/29/2017,8.8,"[(""food"",""Breakfast""), (""good"",""food""), (""lacks"",""room""), (""lacks"",""soul""), (""friendly"",""Staff""), (""liked"",""check""), (""further"",""enquiries""), (""front"",""desk""), (""late"",""outs""), (""outs"",""check""), (""painful"",""enquiries"")]","{'room': [0, 0], 'outs': [0, 0], 'food': [0.4404, 0], 'Staff': [0.4939, 0], 'enquiries': [0, -0.4404], 'check': [0.4215, 0], 'Breakfast': [0, 0], 'desk': [0, 0], 'soul': [0, 0]}"
9929,DoubleTree by Hilton Amsterdam Centraal Station,"Amsterdam, Netherlands", Cleanliness toilet bowl was not clean properly Limited room amenities ,7/29/2017,8.8,"[(""bowl"",""Cleanliness""), (""bowl"",""toilet""), (""properly clean"",""bowl""), (""Limited"",""room"")]","{'room': [0, -0.2263], 'bowl': [0.4019, 0], 'toilet': [0, 0], 'Cleanliness': [0, 0]}"
9930,Exe Vienna,"Vienna, Austria", Too small room for three persons tiny bathroom poor air conditioning not cooling enough and water was dripping from a c Some equipments wasn t wiped from dust for a long long time windowsill heater wall lamp etc Small elevator ,7/29/2017,6.7,"[(""small"",""room""), (""tiny"",""conditioning""), (""conditioning"",""bathroom""), (""poor"",""conditioning""), (""conditioning"",""air""), (""cooling"",""water""), (""cooling"",""persons""), (""dripping"",""room""), (""wiped"",""equipments""), (""long long"",""etc.""), (""etc."",""time""), (""etc."",""windowsill""), (""etc."",""heater""), (""etc."",""wall""), (""etc."",""lamp""), (""Small"",""elevator"")]","{'room': [0, 0], 'etc.': [0, 0], 'water': [0, 0], 'persons': [0, 0], 'windowsill': [0, 0], 'lamp': [0, 0], 'elevator': [0, 0], 'heater': [0, 0], 'conditioning': [0, -0.4767], 'equipments': [0, 0], 'bathroom': [0, 0], 'air': [0, 0], 'wall': [0, 0], 'time': [0, 0]}"
9931,Mercure Hotel Amsterdam West,"Amsterdam, Netherlands", Avoid the restaurant Our Mercure burgers where cold and the bread was old not really what you expect for the prices they charge Parking across the road is easy and will safe 17 50 a night ,7/29/2017,7.9,"[(""Avoid"",""restaurant""), (""where old"",""bread""), (""charge"",""burgers"")]","{'restaurant': [0, -0.296], 'burgers': [0, 0], 'bread': [0, 0]}"
9932,Mercure Hotel Amsterdam West,"Amsterdam, Netherlands", Temperature in the room became extremely uncomfortabe and hot in the wee hours of the July morning we awoke there Terribly sweaty and unable to drift back off Also Room 312 is located many rooms from the lone miniature elevator It was a long trek with 4 bags for weary travelers ,7/29/2017,7.5,"[(""extremely uncomfortabe"",""Temperature""), (""hot"",""Temperature""), (""hours"",""wee""), (""rooms"",""Room""), (""many"",""rooms""), (""lone"",""elevator""), (""miniature"",""elevator""), (""It"",""trek""), (""long"",""trek""), (""weary"",""travelers"")]","{'Room': [0, 0], 'Temperature': [0, 0], 'elevator': [0, -0.2732], 'trek': [0, 0], 'wee': [0, 0], 'travelers': [0, -0.2732], 'rooms': [0, 0]}"
9933,Mercure Hotel Amsterdam West,"Amsterdam, Netherlands", Location Transport services Cost of extra bed and food,7/29/2017,5.4,"[(""services"",""Transport""), (""extra"",""bed"")]","{'bed': [0, 0], 'Transport': [0, 0]}"
9934,Luxury Suites Amsterdam,"Amsterdam, Netherlands", Nothing negative to point out ,7/29/2017,9.2,"[(""negative"",""Nothing"")]","{'Nothing': [0, -0.5719]}"
9935,Hotel Spa Villa Olimpica Suites,"Barcelona, Spain", The short brunette female staff member who dealt with my check in was straight off the bat abrupt and rude from the get go To describe her there is another lady that looks almost identical to her at reception She constantly looks pissed off too Every country I have been to you reserve and pay at check out and I found it quite bizarre that this is the first booking com hotel where I had to pay at check in That s fine but I did not find it pleasant how the staff member repeated sir you have to pay now multiple times and then say on booking com it says you have to pay at check in No It does not I looked in your hotel s Terms and Conditions and it mentions that there is a 25 deposit and that I will have to show my passport with a credit card on arrival for ID No pay at check in on booking com To top all of that off she gave me NO information about the hotel whatsoever She gave me the card for my room as well as my receipt and that was it I didn t know what time the breakfast started or ended I had to come back and ask I didn t know anything at all about the SPA which btw you have to pay 15 per day to use She charged my card without asking me This is where the argument arose from She did not make me feel welcome whatsoever And from reading comments left by various others the female members of staff are really rude in this s place and they don t make you feel welcome It s a shame because it s relatively well situated with taxis just outside and a metro 5 minutes away And it s very stylish The wi fi however is shockingly bad in all areas of the hotel You can just about connect yourself to Facebook Right across the street there is a nightclub which will play loud bassy music until 6am in the morning so for a family maybe this isn t the best option But the soundproofing is very good It s just the bass ,7/29/2017,2.5,"[(""short"",""member""), (""member"",""brunette""), (""female"",""member""), (""member"",""staff""), (""straight was"",""member""), (""abrupt"",""bat""), (""rude"",""bat""), (""is"",""lady""), (""this"",""hotel""), (""first"",""hotel""), (""hotel"",""booking""), (""hotel"",""com""), (""booking"",""com""), (""how says"",""sir""), (""sir"",""staff""), (""sir"",""member""), (""repeated"",""sir""), (""multiple"",""times""), (""Terms"",""hotel""), (""Terms"",""s.""), (""mentions"",""Conditions""), (""is"",""deposit""), (""card"",""credit""), (""show"",""passport""), (""booking"",""com""), (""gave"",""receipt""), (""gave"",""card""), (""started"",""time""), (""started"",""breakfast""), (""ended"",""breakfast""), (""at know"",""anything""), (""have"",""SPA""), (""charged"",""card""), (""where arose"",""argument""), (""really rude"",""members""), (""this"",""place""), (""reading"",""comments""), (""various"",""others""), (""female"",""members""), (""minutes"",""metro""), (""It"",""shame""), (""however bad"",""fi""), (""fi"",""wi""), (""this"",""option""), (""best"",""option""), (""is"",""nightclub""), (""play"",""music""), (""loud"",""music""), (""bassy"",""music""), (""very good"",""soundproofing""), (""It"",""bass"")]","{'SPA': [0, 0], 'bass': [0, 0], 'anything': [0, 0], 'music': [0.34, 0], 'argument': [0, 0], 'place': [0, 0], 'member': [0.2263, 0], 'brunette': [0, 0], 'soundproofing': [0.4927, 0], 'credit': [0, 0], 'deposit': [0, 0], 'times': [0, 0], 'hotel': [0, 0], 'wi': [0, 0], 'lady': [0, 0], 'nightclub': [0, 0], 'metro': [0, 0], 'option': [0.6369, 0], 'time': [0, 0], 'card': [0, -0.2023], 's.': [0, 0], 'receipt': [0, 0], 'fi': [0, -0.5423], 'com': [0, 0], 'sir': [0, 0], 'others': [0, 0], 'bat': [0, -0.4588], 'breakfast': [0, 0], 'Conditions': [0, 0], 'members': [0, -0.5095], 'shame': [0, 0], 'passport': [0, 0], 'staff': [0, 0], 'booking': [0, 0], 'comments': [0, 0]}"
