Hotel_Address,Additional_Number_of_Scoring,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Negative_Review,Review_Total_Negative_Word_Counts,Total_Number_of_Reviews,Positive_Review,Review_Total_Positive_Word_Counts,Total_Number_of_Reviews_Reviewer_Has_Given,Reviewer_Score,Tags,days_since_review,lat,lng
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,6/21/2016,8,The Principal London, United Kingdom , After checking out I left my luggage at the concierge However when I returned I had to wait or over 20 minutes before I got my items as the concierge was elsewhere This resulted in me nearly missing my train ,42,3150, Good clean room which reflects what was promised on the photos Take note not all rooms have the old grand baths ,23,15,8.3,"[' Business trip ', ' Solo traveler ', ' Double Room ', ' Stayed 3 nights ']",408 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,6/19/2016,8,The Principal London, United Kingdom , Hotel has clearly done a deal with golden tours bus tours we asked the concierge if he could recommend us a good bus tour he sold us tickets for the golden tours busses The tour was abysmal and not worth the time or money we spent on it Breakfast was poor just a buffet food was a bit cold luckily we hadn t had to pay for breakfast bc the hotel had made a mistake with our room so they gave us free breakfast in return but if we had paid I d have been complaining about the breakfast to the staff in charge ,106,3150, Great location friendly staff lovely room although a bit on the small side for a twin room Very lovely building with real character gorgeous stair case and chandelier ,30,2,8.8,"[' Leisure trip ', ' Group ', ' Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",410 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,6/18/2016,8,The Principal London, United Kingdom , There was no water in the room and we had to pay 10 for two bottles from the bar ,21,3150, The reception staff were very friendly and helpful and made our stay work like clockwork Likewise the building works had no negative impact on our stay The hotel is well located for both Euston and St Pancras station and of course the British Museum ,46,5,9.2,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 2 nights ']",411 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,6/18/2016,8,The Principal London, United Kingdom , We couldn t shower bath the cold tap fell off bathroom very cramped would be better off with just a shower in there Breakfast was awful dried up bacon mushrooms eggs weren t any better Drinks very expensive We did complain and were given a refund,47,3150, Beds were comfortable room was adequate for our needs,10,2,6.3,"[' Leisure trip ', ' Group ', ' Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",411 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,6/17/2016,8,The Principal London, United Kingdom , The air conditioning was pretty useless and didn t cool down the room as it was located on the floor and not on the ceiling and it was very warm in the room ,35,3150, Beautiful hotel and in a good location for the eurostar room was a good size located on the top floor overlooking the park staff were friendly and helpful,29,19,7.9,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 1 night ']",412 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,6/17/2016,8,The Principal London, Sweden , They charge a fortune for breakfast use the caf s surrounding the park instead Cheaper and nicer For working not very good comfort The desk and chair in the room is very uncomfortable to sit and work with ,40,3150, Comfortable bed and great location Friendly staff ,9,9,6.7,"[' Business trip ', ' Solo traveler ', ' Single Room ', ' Stayed 2 nights ']",412 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,6/17/2016,8,The Principal London, United States of America , Rooms and bathrooms larger and better air conditioning ,10,3150, The hotel was designed by the person who designed the Titanic and the downstairs and architecture was incredibly grand The rooms and bathrooms were pretty small Bernard the concierge was excellent ,33,1,7.9,"[' Leisure trip ', ' Family with older children ', ' Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",412 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,6/16/2016,8,The Principal London, United States of America , Breakfast was horribly overpriced We were offered option for reduced rate of we bought breakfast every morn of our visit but we couldn t do this because we had to leave early the day we departed ,38,3150,No Positive,0,4,8.8,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",413 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,6/16/2016,8,The Principal London, Canada , The fire drill that takes place every Monday at 1 00 pm After a transatlantic flight we were asleep when the alarm went off ,26,3150, The building is beautiful and the staff were helpful and friendly Euston Station is a 10 minute walk away and Oxford St shopping close by ,27,1,10,"[' Leisure trip ', ' Couple ', ' Twin Room ', ' Stayed 1 night ']",413 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,6/16/2016,8,The Principal London, United States of America , nothing really,3,3150, Rooms small compared to previous stays but comfortable with plenty of amenities We did move one room as there was no door chain and air conditioner very noisy Staff are incredibly helpful and pleasant Concierge had the doorman walk our luggage to the Underground And a restaurant designed by the designer of the Titanic ,56,2,10,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 3 nights ']",413 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,6/14/2016,8,The Principal London, United Kingdom ,No Negative,0,3150, I highly recommend this hotel Excellent value for money in central London The architecture and the decor is remarkable My room was spacious with a high ceiling and large bay windows And the bed was very comfortable In addition to that the customer service was superb from the waiters to the Hotel Manager And it was great to see the Receptionist Cohen who has the perfect combination of impeccable manners with friendly professionalism ,75,50,10,"[' Business trip ', ' Solo traveler ', ' Deluxe Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",415 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,6/14/2016,8,The Principal London, United Kingdom ,No Negative,0,3150, An incredibly comfortable bed in a really well appointed room And Cohen the Receptionist was highly professional friendly and polite Excellent hotel ,24,50,10,"[' Business trip ', ' Solo traveler ', ' Deluxe Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",415 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,6/14/2016,8,The Principal London, Israel , The bed was extremely uncomfortable The mattress is very soft to the point where if you aren t sleeping in the middle of the bed you might fall off of it I woke up with back pains as well We ended up switching hotels because of it There was no dresser to put your clothes in which was also kind of a bummer Other than that the hotel is old so if you like something modern it s not that Personally that didn t really bother me ,89,3150, The hotel is clean The staff is very friendly The room was relatively big so I had space to move around The staff is super friendly and the Location is perfect The tube is extremely close and while you usually have to switch trains the fact that the station is small and easy to get around is a big bonus For example you might think that being close to Kings Cross is a better location but that station is huge and just to get in and out of it is at least 10 minutes and that s if you get the exit right Switching trains is very easy and convenient and in my opinion should not be taking into consideration when choosing a location It s also located in front of Russel Square Park which is very nice ,140,5,7.5,"[' Business trip ', ' Solo traveler ', ' Double Room ', ' Stayed 6 nights ']",415 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,6/11/2016,8,The Principal London, United Kingdom , Not unique to The Russell but I dislike being charged a discretionary service charge of 12 5 and also asked to leave a gratuity on the bill ,29,3150,No Positive,0,2,9.6,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 2 nights ']",418 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,6/9/2016,8,The Principal London, United Kingdom , Rooms very tired and badly in need of refurbishment Air conditioning did not work Bathroom very small Lifts very small ,22,3150, Reception staff were very helpful Breakfast was good ,10,2,5,"[' Business trip ', ' Solo traveler ', ' Single Room ', ' Stayed 1 night ']",420 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,6/9/2016,8,The Principal London, Switzerland , The shower didn t work properly The bathroom was tiny and it wasn t easy to get out of the shower A shower cap would have come in useful ,31,3150, The location,3,12,8,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 2 nights ']",420 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,6/8/2016,8,The Principal London, United States of America , I loved this place They are renovating some of the hotel and so it will be even nicer ,20,3150, The location from St Pancras was perfect We walked from the station to the hotel in less than 10 minutes Great access to the Tube ,27,1,10,"[' Leisure trip ', ' Travelers with friends ', ' Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",421 day,51.5226217,-0.1251602
1 8 Russell Square Camden London WC1B 5BE United Kingdom,724,6/7/2016,8,The Principal London, United Kingdom , Hotel is very tired We had a twin bedded room which faced an interior courtyard Windows very dirty outside Tiles in the bathroom needed grouting Room service extremely limited ,31,3150, Good location ,4,1,6.3,"[' Leisure trip ', ' Family with older children ', ' Twin Room ', ' Stayed 1 night ']",422 day,51.5226217,-0.1251602
